,LGA,year,median_rent,ptype,idx,base_map,price,yield,area
0,Inner Melbourne,2009,380.0,U,1.0,T,460000,0.043,Inner Melbourne Units
1,Inner Melbourne,2010,390.0,U,1.0989130434782608,T,505500,0.04,Inner Melbourne Units
2,Inner Melbourne,2011,410.0,U,1.1,T,506000,0.042,Inner Melbourne Units
3,Inner Melbourne,2012,421.0,U,1.0978260869565217,T,505000,0.043,Inner Melbourne Units
4,Inner Melbourne,2013,430.0,U,1.1217391304347826,T,516000,0.043,Inner Melbourne Units
5,Inner Melbourne,2014,440.0,U,1.190217391304348,T,547500,0.042,Inner Melbourne Units
6,Inner Melbourne,2015,450.0,U,1.2173913043478262,T,560000,0.042,Inner Melbourne Units
7,Inner Melbourne,2016,450.0,U,1.2782608695652173,T,588000,0.04,Inner Melbourne Units
8,Inner Melbourne,2017,475.0,U,1.2695652173913043,T,584000,0.042,Inner Melbourne Units
9,Inner Melbourne,2018,500.0,U,1.2793478260869566,T,588500,0.044,Inner Melbourne Units
10,Inner Melbourne,2019,500.0,U,1.2847826086956522,T,591000,0.044,Inner Melbourne Units
11,Metropolitan Melbourne,2009,300.0,U,1.0,T,413000,0.038,Metropolitan Melbourne Units
12,Metropolitan Melbourne,2010,320.0,U,1.1598062953995156,T,479000,0.035,Metropolitan Melbourne Units
13,Metropolitan Melbourne,2011,330.0,U,1.1331719128329298,T,468000,0.037,Metropolitan Melbourne Units
14,Metropolitan Melbourne,2012,340.0,U,1.0774818401937045,T,445000,0.04,Metropolitan Melbourne Units
15,Metropolitan Melbourne,2013,340.0,U,1.165859564164649,T,481500,0.037,Metropolitan Melbourne Units
16,Metropolitan Melbourne,2014,350.0,U,1.1864406779661016,T,490000,0.037,Metropolitan Melbourne Units
17,Metropolitan Melbourne,2015,359.0,U,1.3038740920096852,T,538500,0.035,Metropolitan Melbourne Units
18,Metropolitan Melbourne,2016,370.0,U,1.360774818401937,T,562000,0.034,Metropolitan Melbourne Units
19,Metropolitan Melbourne,2017,390.0,U,1.4552058111380146,T,601000,0.034,Metropolitan Melbourne Units
20,Metropolitan Melbourne,2018,400.0,U,1.5012106537530265,T,620000,0.034,Metropolitan Melbourne Units
21,Metropolitan Melbourne,2019,420.0,U,1.5060532687651331,T,622000,0.035,Metropolitan Melbourne Units
22,Outer Metropolitan,2009,250.0,U,1.0,T,305000,0.043,Outer Metropolitan Units
23,Outer Metropolitan,2010,270.0,U,1.137704918032787,T,347000,0.04,Outer Metropolitan Units
24,Outer Metropolitan,2011,280.0,U,1.1311475409836065,T,345000,0.042,Outer Metropolitan Units
25,Outer Metropolitan,2012,290.0,U,1.1147540983606556,T,340000,0.044,Outer Metropolitan Units
26,Outer Metropolitan,2013,295.0,U,1.1147540983606556,T,340000,0.045,Outer Metropolitan Units
27,Outer Metropolitan,2014,300.0,U,1.1655737704918032,T,355500,0.044,Outer Metropolitan Units
28,Outer Metropolitan,2015,305.0,U,1.2540983606557377,T,382500,0.041,Outer Metropolitan Units
29,Outer Metropolitan,2016,311.0,U,1.3114754098360655,T,400000,0.04,Outer Metropolitan Units
30,Outer Metropolitan,2017,330.0,U,1.4918032786885247,T,455000,0.038,Outer Metropolitan Units
31,Outer Metropolitan,2018,340.0,U,1.5573770491803278,T,475000,0.037,Outer Metropolitan Units
32,Outer Metropolitan,2019,350.0,U,1.5459016393442624,T,471500,0.039,Outer Metropolitan Units
33,Inner Melbourne,2009,545.0,H,1.0,T,795000,0.036,Inner Melbourne Houses
34,Inner Melbourne,2010,575.0,H,1.1540880503144655,T,917500,0.033,Inner Melbourne Houses
35,Inner Melbourne,2011,620.0,H,1.1069182389937107,T,880000,0.037,Inner Melbourne Houses
36,Inner Melbourne,2012,650.0,H,1.0918238993710692,T,868000,0.039,Inner Melbourne Houses
37,Inner Melbourne,2013,662.5,H,1.2081761006289309,T,960500,0.036,Inner Melbourne Houses
38,Inner Melbourne,2014,670.0,H,1.3270440251572326,T,1055000,0.033,Inner Melbourne Houses
39,Inner Melbourne,2015,695.0,H,1.4842767295597483,T,1180000,0.031,Inner Melbourne Houses
40,Inner Melbourne,2016,700.0,H,1.7106918238993711,T,1360000,0.027,Inner Melbourne Houses
41,Inner Melbourne,2017,720.0,H,1.8836477987421383,T,1497500,0.025,Inner Melbourne Houses
42,Inner Melbourne,2018,766.5,H,1.849056603773585,T,1470000,0.027,Inner Melbourne Houses
43,Inner Melbourne,2019,775.0,H,1.729559748427673,T,1375000,0.029,Inner Melbourne Houses
44,Metropolitan Melbourne,2009,370.0,H,1.0,T,590000,0.033,Metropolitan Melbourne Houses
45,Metropolitan Melbourne,2010,382.5,H,1.1508474576271186,T,679000,0.029,Metropolitan Melbourne Houses
46,Metropolitan Melbourne,2011,397.5,H,1.1161016949152542,T,658500,0.031,Metropolitan Melbourne Houses
47,Metropolitan Melbourne,2012,410.0,H,1.1033898305084746,T,651000,0.033,Metropolitan Melbourne Houses
48,Metropolitan Melbourne,2013,420.0,H,1.1864406779661016,T,700000,0.031,Metropolitan Melbourne Houses
49,Metropolitan Melbourne,2014,430.0,H,1.3245762711864406,T,781500,0.029,Metropolitan Melbourne Houses
50,Metropolitan Melbourne,2015,440.0,H,1.5008474576271187,T,885500,0.026,Metropolitan Melbourne Houses
51,Metropolitan Melbourne,2016,460.0,H,1.652542372881356,T,975000,0.025,Metropolitan Melbourne Houses
52,Metropolitan Melbourne,2017,465.0,H,1.9411016949152542,T,1145250,0.021,Metropolitan Melbourne Houses
53,Metropolitan Melbourne,2018,500.0,H,1.8411016949152543,T,1086250,0.024,Metropolitan Melbourne Houses
54,Metropolitan Melbourne,2019,510.0,H,1.7457627118644068,T,1030000,0.026,Metropolitan Melbourne Houses
55,Outer Metropolitan,2009,295.0,H,1.0,T,370000,0.041,Outer Metropolitan Houses
56,Outer Metropolitan,2010,310.0,H,1.162162162162162,T,430000,0.037,Outer Metropolitan Houses
57,Outer Metropolitan,2011,325.0,H,1.1472972972972972,T,424500,0.04,Outer Metropolitan Houses
58,Outer Metropolitan,2012,330.0,H,1.1216216216216217,T,415000,0.041,Outer Metropolitan Houses
59,Outer Metropolitan,2013,330.0,H,1.162162162162162,T,430000,0.04,Outer Metropolitan Houses
60,Outer Metropolitan,2014,340.0,H,1.2432432432432432,T,460000,0.038,Outer Metropolitan Houses
61,Outer Metropolitan,2015,350.0,H,1.364864864864865,T,505000,0.036,Outer Metropolitan Houses
62,Outer Metropolitan,2016,360.0,H,1.5135135135135136,T,560000,0.033,Outer Metropolitan Houses
63,Outer Metropolitan,2017,370.0,H,1.7702702702702702,T,655000,0.029,Outer Metropolitan Houses
64,Outer Metropolitan,2018,380.0,H,1.854054054054054,T,686000,0.029,Outer Metropolitan Houses
65,Outer Metropolitan,2019,390.0,H,1.7837837837837838,T,660000,0.031,Outer Metropolitan Houses
66,Banyule,2009,300.0,U,1.0,F,405750,0.038,Banyule Units
67,Banyule,2010,310.0,U,1.1343191620455946,F,460250,0.035,Banyule Units
68,Banyule,2011,320.0,U,1.0757855822550833,F,436500,0.038,Banyule Units
69,Banyule,2012,330.0,U,1.083795440542206,F,439750,0.039,Banyule Units
70,Banyule,2013,335.0,U,1.1139864448552064,F,452000,0.039,Banyule Units
71,Banyule,2014,340.0,U,1.191004313000616,F,483250,0.037,Banyule Units
72,Banyule,2015,350.0,U,1.3573629081947012,F,550750,0.033,Banyule Units
73,Banyule,2016,360.0,U,1.4158964879852125,F,574500,0.033,Banyule Units
74,Banyule,2017,375.0,U,1.581022797288971,F,641500,0.03,Banyule Units
75,Banyule,2018,395.0,U,1.5884165126309304,F,644500,0.032,Banyule Units
76,Banyule,2019,400.0,U,1.5730129390018484,F,638250,0.033,Banyule Units
77,Bayside,2009,347.5,U,1.0,F,468750,0.039,Bayside Units
78,Bayside,2010,357.5,U,1.1626666666666667,F,545000,0.034,Bayside Units
79,Bayside,2011,375.0,U,1.1077333333333332,F,519250,0.038,Bayside Units
80,Bayside,2012,392.5,U,1.0890666666666666,F,510500,0.04,Bayside Units
81,Bayside,2013,396.5,U,1.1776,F,552000,0.037,Bayside Units
82,Bayside,2014,397.5,U,1.2277333333333333,F,575500,0.036,Bayside Units
83,Bayside,2015,410.0,U,1.2304,F,576750,0.037,Bayside Units
84,Bayside,2016,410.0,U,1.3408,F,628500,0.034,Bayside Units
85,Bayside,2017,441.5,U,1.4069333333333334,F,659500,0.035,Bayside Units
86,Bayside,2018,449.0,U,1.3845333333333334,F,649000,0.036,Bayside Units
87,Bayside,2019,462.5,U,1.4266666666666667,F,668750,0.036,Bayside Units
88,Boroondara,2009,335.0,U,1.0,F,514500,0.034,Boroondara Units
89,Boroondara,2010,350.0,U,1.0932944606413995,F,562500,0.032,Boroondara Units
90,Boroondara,2011,360.0,U,1.1355685131195334,F,584250,0.032,Boroondara Units
91,Boroondara,2012,375.0,U,1.0689990281827018,F,550000,0.035,Boroondara Units
92,Boroondara,2013,380.0,U,1.1423712342079688,F,587750,0.034,Boroondara Units
93,Boroondara,2014,387.5,U,1.1904761904761905,F,612500,0.033,Boroondara Units
94,Boroondara,2015,390.0,U,1.3104956268221575,F,674250,0.03,Boroondara Units
95,Boroondara,2016,404.0,U,1.4149659863945578,F,728000,0.029,Boroondara Units
96,Boroondara,2017,420.0,U,1.4591836734693877,F,750750,0.029,Boroondara Units
97,Boroondara,2018,435.0,U,1.41399416909621,F,727500,0.031,Boroondara Units
98,Boroondara,2019,450.0,U,1.4207968901846453,F,731000,0.032,Boroondara Units
99,Brimbank,2009,240.0,U,1.0,F,298000,0.042,Brimbank Units
100,Brimbank,2010,250.0,U,1.0570469798657718,F,315000,0.041,Brimbank Units
101,Brimbank,2011,270.0,U,1.1090604026845639,F,330500,0.042,Brimbank Units
102,Brimbank,2012,290.0,U,1.1409395973154361,F,340000,0.044,Brimbank Units
103,Brimbank,2013,285.0,U,1.1073825503355705,F,330000,0.045,Brimbank Units
104,Brimbank,2014,290.0,U,1.1409395973154361,F,340000,0.044,Brimbank Units
105,Brimbank,2015,300.0,U,1.2164429530201342,F,362500,0.043,Brimbank Units
106,Brimbank,2016,300.0,U,1.3003355704697988,F,387500,0.04,Brimbank Units
107,Brimbank,2017,330.0,U,1.4731543624161074,F,439000,0.039,Brimbank Units
108,Brimbank,2018,330.0,U,1.5016778523489933,F,447500,0.038,Brimbank Units
109,Brimbank,2019,343.0,U,1.5604026845637584,F,465000,0.038,Brimbank Units
110,Cardinia,2009,210.0,U,1.0,F,256500,0.043,Cardinia Units
111,Cardinia,2010,230.0,U,1.0838206627680311,F,278000,0.043,Cardinia Units
112,Cardinia,2011,245.0,U,1.1773879142300194,F,302000,0.042,Cardinia Units
113,Cardinia,2012,250.0,U,1.0263157894736843,F,263250,0.049,Cardinia Units
114,Cardinia,2013,260.0,U,1.1325536062378168,F,290500,0.047,Cardinia Units
115,Cardinia,2014,270.0,U,1.3508771929824561,F,346500,0.041,Cardinia Units
116,Cardinia,2015,280.0,U,1.2475633528265107,F,320000,0.046,Cardinia Units
117,Cardinia,2016,285.0,U,1.4541910331384016,F,373000,0.04,Cardinia Units
118,Cardinia,2017,300.0,U,1.5789473684210527,F,405000,0.039,Cardinia Units
119,Cardinia,2018,303.0,U,1.732943469785575,F,444500,0.035,Cardinia Units
120,Cardinia,2019,310.0,U,1.6715399610136452,F,428750,0.038,Cardinia Units
121,Casey,2009,230.0,U,1.0,F,275000,0.043,Casey Units
122,Casey,2010,255.0,U,1.1418181818181818,F,314000,0.042,Casey Units
123,Casey,2011,257.5,U,1.1218181818181818,F,308500,0.043,Casey Units
124,Casey,2012,275.0,U,1.0836363636363637,F,298000,0.048,Casey Units
125,Casey,2013,280.0,U,1.1372727272727272,F,312750,0.047,Casey Units
126,Casey,2014,285.0,U,1.2254545454545454,F,337000,0.044,Casey Units
127,Casey,2015,300.0,U,1.2172727272727273,F,334750,0.047,Casey Units
128,Casey,2016,300.0,U,1.3472727272727272,F,370500,0.042,Casey Units
129,Casey,2017,310.0,U,1.5,F,412500,0.039,Casey Units
130,Casey,2018,320.0,U,1.6272727272727272,F,447500,0.037,Casey Units
131,Casey,2019,330.0,U,1.5636363636363637,F,430000,0.04,Casey Units
132,Darebin,2009,300.0,U,1.0,F,390000,0.04,Darebin Units
133,Darebin,2010,315.0,U,1.0833333333333333,F,422500,0.039,Darebin Units
134,Darebin,2011,330.0,U,1.0961538461538463,F,427500,0.04,Darebin Units
135,Darebin,2012,335.0,U,1.064102564102564,F,415000,0.042,Darebin Units
136,Darebin,2013,340.0,U,1.1128205128205129,F,434000,0.041,Darebin Units
137,Darebin,2014,345.0,U,1.1782051282051282,F,459500,0.039,Darebin Units
138,Darebin,2015,350.0,U,1.2820512820512822,F,500000,0.036,Darebin Units
139,Darebin,2016,360.0,U,1.3307692307692307,F,519000,0.036,Darebin Units
140,Darebin,2017,380.0,U,1.4102564102564104,F,550000,0.036,Darebin Units
141,Darebin,2018,400.0,U,1.441025641025641,F,562000,0.037,Darebin Units
142,Darebin,2019,405.0,U,1.4666666666666666,F,572000,0.037,Darebin Units
143,Frankston,2009,230.0,U,1.0,F,271000,0.044,Frankston Units
144,Frankston,2010,250.0,U,1.1070110701107012,F,300000,0.043,Frankston Units
145,Frankston,2011,260.0,U,1.1439114391143912,F,310000,0.044,Frankston Units
146,Frankston,2012,270.0,U,1.1107011070110702,F,301000,0.047,Frankston Units
147,Frankston,2013,270.0,U,1.1734317343173433,F,318000,0.044,Frankston Units
148,Frankston,2014,280.0,U,1.2140221402214022,F,329000,0.044,Frankston Units
149,Frankston,2015,285.0,U,1.1845018450184501,F,321000,0.046,Frankston Units
150,Frankston,2016,295.0,U,1.3837638376383763,F,375000,0.041,Frankston Units
151,Frankston,2017,300.0,U,1.5,F,406500,0.038,Frankston Units
152,Frankston,2018,320.0,U,1.6974169741697418,F,460000,0.036,Frankston Units
153,Frankston,2019,325.0,U,1.5904059040590406,F,431000,0.039,Frankston Units
154,Glen Eira,2009,335.0,U,1.0,F,450000,0.039,Glen Eira Units
155,Glen Eira,2010,350.0,U,1.1466666666666667,F,516000,0.035,Glen Eira Units
156,Glen Eira,2011,370.0,U,1.1555555555555554,F,520000,0.037,Glen Eira Units
157,Glen Eira,2012,385.0,U,1.1111111111111112,F,500000,0.04,Glen Eira Units
158,Glen Eira,2013,380.0,U,1.1377777777777778,F,512000,0.039,Glen Eira Units
159,Glen Eira,2014,390.0,U,1.1888888888888889,F,535000,0.038,Glen Eira Units
160,Glen Eira,2015,395.0,U,1.2666666666666666,F,570000,0.036,Glen Eira Units
161,Glen Eira,2016,400.0,U,1.3255555555555556,F,596500,0.035,Glen Eira Units
162,Glen Eira,2017,430.0,U,1.4444444444444444,F,650000,0.034,Glen Eira Units
163,Glen Eira,2018,445.0,U,1.4066666666666667,F,633000,0.037,Glen Eira Units
164,Glen Eira,2019,460.0,U,1.4255555555555555,F,641500,0.037,Glen Eira Units
165,Greater Dandenong,2009,244.0,U,1.0,F,330000,0.038,Greater Dandenong Units
166,Greater Dandenong,2010,260.0,U,1.1136363636363635,F,367500,0.037,Greater Dandenong Units
167,Greater Dandenong,2011,280.0,U,1.0454545454545454,F,345000,0.042,Greater Dandenong Units
168,Greater Dandenong,2012,302.5,U,1.0606060606060606,F,350000,0.045,Greater Dandenong Units
169,Greater Dandenong,2013,310.0,U,1.103030303030303,F,364000,0.044,Greater Dandenong Units
170,Greater Dandenong,2014,312.5,U,1.1181818181818182,F,369000,0.044,Greater Dandenong Units
171,Greater Dandenong,2015,325.0,U,1.2287878787878788,F,405500,0.042,Greater Dandenong Units
172,Greater Dandenong,2016,340.0,U,1.2757575757575759,F,421000,0.042,Greater Dandenong Units
173,Greater Dandenong,2017,350.0,U,1.4166666666666667,F,467500,0.039,Greater Dandenong Units
174,Greater Dandenong,2018,360.0,U,1.5606060606060606,F,515000,0.036,Greater Dandenong Units
175,Greater Dandenong,2019,365.0,U,1.5393939393939393,F,508000,0.037,Greater Dandenong Units
176,Hobsons Bay,2009,260.0,U,1.0,F,369000,0.037,Hobsons Bay Units
177,Hobsons Bay,2010,272.5,U,1.1382113821138211,F,420000,0.034,Hobsons Bay Units
178,Hobsons Bay,2011,290.0,U,1.170731707317073,F,432000,0.035,Hobsons Bay Units
179,Hobsons Bay,2012,300.0,U,1.1178861788617886,F,412500,0.038,Hobsons Bay Units
180,Hobsons Bay,2013,310.0,U,1.2493224932249323,F,461000,0.035,Hobsons Bay Units
181,Hobsons Bay,2014,320.0,U,1.2601626016260163,F,465000,0.036,Hobsons Bay Units
182,Hobsons Bay,2015,331.5,U,1.3075880758807588,F,482500,0.036,Hobsons Bay Units
183,Hobsons Bay,2016,333.0,U,1.4417344173441735,F,532000,0.033,Hobsons Bay Units
184,Hobsons Bay,2017,350.0,U,1.4905149051490514,F,550000,0.033,Hobsons Bay Units
185,Hobsons Bay,2018,350.0,U,1.6260162601626016,F,600000,0.03,Hobsons Bay Units
186,Hobsons Bay,2019,378.0,U,1.6260162601626016,F,600000,0.033,Hobsons Bay Units
187,Hume,2009,250.0,U,1.0,F,288000,0.045,Hume Units
188,Hume,2010,270.0,U,1.1666666666666667,F,336000,0.042,Hume Units
189,Hume,2011,276.5,U,1.1319444444444444,F,326000,0.044,Hume Units
190,Hume,2012,290.0,U,1.0868055555555556,F,313000,0.048,Hume Units
191,Hume,2013,287.5,U,1.078125,F,310500,0.048,Hume Units
192,Hume,2014,300.0,U,1.1458333333333333,F,330000,0.047,Hume Units
193,Hume,2015,300.0,U,1.1901041666666667,F,342750,0.046,Hume Units
194,Hume,2016,305.5,U,1.2769097222222223,F,367750,0.043,Hume Units
195,Hume,2017,328.5,U,1.4730902777777777,F,424250,0.04,Hume Units
196,Hume,2018,335.0,U,1.4930555555555556,F,430000,0.041,Hume Units
197,Hume,2019,346.5,U,1.5121527777777777,F,435500,0.041,Hume Units
198,Kingston,2009,260.0,U,1.0,F,390000,0.035,Kingston Units
199,Kingston,2010,285.0,U,1.1282051282051282,F,440000,0.034,Kingston Units
200,Kingston,2011,300.0,U,1.0961538461538463,F,427500,0.036,Kingston Units
201,Kingston,2012,315.0,U,1.0576923076923077,F,412500,0.04,Kingston Units
202,Kingston,2013,320.0,U,1.1346153846153846,F,442500,0.038,Kingston Units
203,Kingston,2014,325.0,U,1.1794871794871795,F,460000,0.037,Kingston Units
204,Kingston,2015,340.0,U,1.3025641025641026,F,508000,0.035,Kingston Units
205,Kingston,2016,350.0,U,1.3974358974358974,F,545000,0.033,Kingston Units
206,Kingston,2017,360.0,U,1.535897435897436,F,599000,0.031,Kingston Units
207,Kingston,2018,375.0,U,1.5384615384615385,F,600000,0.032,Kingston Units
208,Kingston,2019,380.0,U,1.5525641025641026,F,605500,0.033,Kingston Units
209,Knox,2009,260.0,U,1.0,F,357750,0.038,Knox Units
210,Knox,2010,272.5,U,1.0936408106219426,F,391250,0.036,Knox Units
211,Knox,2011,295.0,U,1.0831586303284417,F,387500,0.04,Knox Units
212,Knox,2012,300.0,U,1.0831586303284417,F,387500,0.04,Knox Units
213,Knox,2013,310.0,U,1.1222921034241788,F,401500,0.04,Knox Units
214,Knox,2014,320.0,U,1.2578616352201257,F,450000,0.037,Knox Units
215,Knox,2015,325.0,U,1.4290705800139762,F,511250,0.033,Knox Units
216,Knox,2016,335.0,U,1.4703004891684137,F,526000,0.033,Knox Units
217,Knox,2017,350.0,U,1.6380153738644305,F,586000,0.031,Knox Units
218,Knox,2018,355.0,U,1.726764500349406,F,617750,0.03,Knox Units
219,Knox,2019,370.0,U,1.6198462613556954,F,579500,0.033,Knox Units
220,Manningham,2009,300.0,U,1.0,F,440000,0.035,Manningham Units
221,Manningham,2010,311.5,U,1.1261363636363637,F,495500,0.033,Manningham Units
222,Manningham,2011,322.5,U,1.1204545454545454,F,493000,0.034,Manningham Units
223,Manningham,2012,340.0,U,1.0886363636363636,F,479000,0.037,Manningham Units
224,Manningham,2013,335.0,U,1.2295454545454545,F,541000,0.032,Manningham Units
225,Manningham,2014,347.5,U,1.2477272727272728,F,549000,0.033,Manningham Units
226,Manningham,2015,357.5,U,1.3636363636363635,F,600000,0.031,Manningham Units
227,Manningham,2016,370.0,U,1.4681818181818183,F,646000,0.03,Manningham Units
228,Manningham,2017,382.5,U,1.5397727272727273,F,677500,0.029,Manningham Units
229,Manningham,2018,395.0,U,1.5340909090909092,F,675000,0.03,Manningham Units
230,Manningham,2019,405.0,U,1.5284090909090908,F,672500,0.031,Manningham Units
231,Maribyrnong,2009,280.0,U,1.0,F,385000,0.038,Maribyrnong Units
232,Maribyrnong,2010,300.0,U,1.1,F,423500,0.037,Maribyrnong Units
233,Maribyrnong,2011,310.0,U,1.1194805194805195,F,431000,0.037,Maribyrnong Units
234,Maribyrnong,2012,320.0,U,1.0883116883116883,F,419000,0.04,Maribyrnong Units
235,Maribyrnong,2013,330.0,U,1.1272727272727272,F,434000,0.04,Maribyrnong Units
236,Maribyrnong,2014,333.0,U,1.1305194805194805,F,435250,0.04,Maribyrnong Units
237,Maribyrnong,2015,343.0,U,1.175974025974026,F,452750,0.039,Maribyrnong Units
238,Maribyrnong,2016,350.0,U,1.2727272727272727,F,490000,0.037,Maribyrnong Units
239,Maribyrnong,2017,370.0,U,1.316883116883117,F,507000,0.038,Maribyrnong Units
240,Maribyrnong,2018,380.0,U,1.3402597402597403,F,516000,0.038,Maribyrnong Units
241,Maribyrnong,2019,395.0,U,1.3487012987012987,F,519250,0.04,Maribyrnong Units
