,LGA,year,median_rent,ptype,idx,base_map,price,yield,area
500,Glen Eira,2014,600.0,H,1.397965290245362,F,1168000,0.027,Glen Eira Houses
501,Glen Eira,2015,600.0,H,1.613405146618791,F,1348000,0.023,Glen Eira Houses
502,Glen Eira,2016,630.0,H,1.8162776780371035,F,1517500,0.022,Glen Eira Houses
503,Glen Eira,2017,650.0,H,1.8073010173548774,F,1510000,0.022,Glen Eira Houses
504,Glen Eira,2018,650.0,H,1.8611609814482346,F,1555000,0.022,Glen Eira Houses
505,Glen Eira,2019,670.0,H,1.7564332734889287,F,1467500,0.024,Glen Eira Houses
506,Greater Dandenong,2009,312.5,H,1.0,F,377500,0.043,Greater Dandenong Houses
507,Greater Dandenong,2010,335.0,H,1.1860927152317882,F,447750,0.039,Greater Dandenong Houses
508,Greater Dandenong,2011,341.5,H,1.1847682119205298,F,447250,0.04,Greater Dandenong Houses
509,Greater Dandenong,2012,350.0,H,1.176158940397351,F,444000,0.041,Greater Dandenong Houses
510,Greater Dandenong,2013,345.0,H,1.213907284768212,F,458250,0.039,Greater Dandenong Houses
511,Greater Dandenong,2014,360.5,H,1.318543046357616,F,497750,0.038,Greater Dandenong Houses
512,Greater Dandenong,2015,369.0,H,1.5364238410596027,F,580000,0.033,Greater Dandenong Houses
513,Greater Dandenong,2016,383.5,H,1.709933774834437,F,645500,0.031,Greater Dandenong Houses
514,Greater Dandenong,2017,395.0,H,1.9536423841059603,F,737500,0.028,Greater Dandenong Houses
515,Greater Dandenong,2018,405.0,H,2.047682119205298,F,773000,0.027,Greater Dandenong Houses
516,Greater Dandenong,2019,415.0,H,1.9642384105960264,F,741500,0.029,Greater Dandenong Houses
517,Hobsons Bay,2009,370.0,H,1.0,F,478000,0.04,Hobsons Bay Houses
518,Hobsons Bay,2010,380.0,H,1.1820083682008369,F,565000,0.035,Hobsons Bay Houses
519,Hobsons Bay,2011,395.0,H,1.1297071129707112,F,540000,0.038,Hobsons Bay Houses
520,Hobsons Bay,2012,430.0,H,1.1506276150627615,F,550000,0.041,Hobsons Bay Houses
521,Hobsons Bay,2013,440.0,H,1.1736401673640167,F,561000,0.041,Hobsons Bay Houses
522,Hobsons Bay,2014,450.0,H,1.3336820083682008,F,637500,0.037,Hobsons Bay Houses
523,Hobsons Bay,2015,482.5,H,1.4581589958158996,F,697000,0.036,Hobsons Bay Houses
524,Hobsons Bay,2016,490.0,H,1.6694560669456067,F,798000,0.032,Hobsons Bay Houses
525,Hobsons Bay,2017,515.0,H,1.8619246861924685,F,890000,0.03,Hobsons Bay Houses
526,Hobsons Bay,2018,520.0,H,1.8305439330543933,F,875000,0.031,Hobsons Bay Houses
527,Hobsons Bay,2019,530.0,H,1.7625523012552302,F,842500,0.033,Hobsons Bay Houses
528,Hume,2009,290.0,H,1.0,F,362250,0.042,Hume Houses
529,Hume,2010,300.0,H,1.1538992408557627,F,418000,0.037,Hume Houses
530,Hume,2011,320.0,H,1.1042097998619738,F,400000,0.042,Hume Houses
531,Hume,2012,330.0,H,1.048999309868875,F,380000,0.045,Hume Houses
532,Hume,2013,320.0,H,1.0869565217391304,F,393750,0.042,Hume Houses
533,Hume,2014,330.0,H,1.1414768806073154,F,413500,0.041,Hume Houses
534,Hume,2015,340.0,H,1.2215320910973084,F,442500,0.04,Hume Houses
535,Hume,2016,350.0,H,1.3795721187025536,F,499750,0.036,Hume Houses
536,Hume,2017,360.0,H,1.6777087646652864,F,607750,0.031,Hume Houses
537,Hume,2018,380.0,H,1.7184265010351967,F,622500,0.032,Hume Houses
538,Hume,2019,390.0,H,1.6445824706694272,F,595750,0.034,Hume Houses
539,Kingston,2009,333.0,H,1.0,F,533250,0.032,Kingston Houses
540,Kingston,2010,350.0,H,1.1683075480543834,F,623000,0.029,Kingston Houses
541,Kingston,2011,370.0,H,1.1298640412564462,F,602500,0.032,Kingston Houses
542,Kingston,2012,395.0,H,1.090014064697609,F,581250,0.035,Kingston Houses
543,Kingston,2013,390.0,H,1.1420534458509142,F,609000,0.033,Kingston Houses
544,Kingston,2014,410.0,H,1.2751992498827942,F,680000,0.031,Kingston Houses
545,Kingston,2015,420.0,H,1.4542897327707454,F,775500,0.028,Kingston Houses
546,Kingston,2016,430.0,H,1.6690107829348335,F,890000,0.025,Kingston Houses
547,Kingston,2017,450.0,H,1.9188935771214253,F,1023250,0.023,Kingston Houses
548,Kingston,2018,450.0,H,1.7979371776840132,F,958750,0.024,Kingston Houses
549,Kingston,2019,465.0,H,1.7468354430379747,F,931500,0.026,Kingston Houses
550,Knox,2009,320.0,H,1.0,F,438500,0.038,Knox Houses
551,Knox,2010,340.0,H,1.209806157354618,F,530500,0.033,Knox Houses
552,Knox,2011,350.0,H,1.185860889395667,F,520000,0.035,Knox Houses
553,Knox,2012,350.0,H,1.1174458380843786,F,490000,0.037,Knox Houses
554,Knox,2013,360.0,H,1.2474344355758267,F,547000,0.034,Knox Houses
555,Knox,2014,370.0,H,1.322690992018244,F,580000,0.033,Knox Houses
556,Knox,2015,380.0,H,1.5530216647662485,F,681000,0.029,Knox Houses
557,Knox,2016,390.0,H,1.710376282782212,F,750000,0.027,Knox Houses
558,Knox,2017,400.0,H,1.984036488027366,F,870000,0.024,Knox Houses
559,Knox,2018,415.0,H,1.9042189281641961,F,835000,0.026,Knox Houses
560,Knox,2019,420.0,H,1.8358038768529077,F,805000,0.027,Knox Houses
561,Manningham,2009,350.0,H,1.0,F,575000,0.032,Manningham Houses
562,Manningham,2010,360.0,H,1.1304347826086956,F,650000,0.029,Manningham Houses
563,Manningham,2011,380.0,H,1.142608695652174,F,657000,0.03,Manningham Houses
564,Manningham,2012,387.5,H,1.0826086956521739,F,622500,0.032,Manningham Houses
565,Manningham,2013,395.0,H,1.1834782608695653,F,680500,0.03,Manningham Houses
566,Manningham,2014,394.0,H,1.3217391304347825,F,760000,0.027,Manningham Houses
567,Manningham,2015,420.0,H,1.551304347826087,F,892000,0.024,Manningham Houses
568,Manningham,2016,420.0,H,1.6869565217391305,F,970000,0.023,Manningham Houses
569,Manningham,2017,440.0,H,1.8956521739130434,F,1090000,0.021,Manningham Houses
570,Manningham,2018,455.0,H,1.8347826086956522,F,1055000,0.022,Manningham Houses
571,Manningham,2019,460.0,H,1.7565217391304349,F,1010000,0.024,Manningham Houses
572,Maribyrnong,2009,370.0,H,1.0,F,541000,0.036,Maribyrnong Houses
573,Maribyrnong,2010,385.0,H,1.1959334565619224,F,647000,0.031,Maribyrnong Houses
574,Maribyrnong,2011,400.0,H,1.146025878003697,F,620000,0.034,Maribyrnong Houses
575,Maribyrnong,2012,430.0,H,1.1645101663585953,F,630000,0.035,Maribyrnong Houses
576,Maribyrnong,2013,440.0,H,1.2569316081330868,F,680000,0.034,Maribyrnong Houses
577,Maribyrnong,2014,450.0,H,1.3123844731977818,F,710000,0.033,Maribyrnong Houses
578,Maribyrnong,2015,490.0,H,1.4972273567467653,F,810000,0.031,Maribyrnong Houses
579,Maribyrnong,2016,500.0,H,1.6959334565619224,F,917500,0.028,Maribyrnong Houses
580,Maribyrnong,2017,525.0,H,1.8853974121996304,F,1020000,0.027,Maribyrnong Houses
581,Maribyrnong,2018,540.0,H,1.8826247689463955,F,1018500,0.028,Maribyrnong Houses
582,Maribyrnong,2019,550.0,H,1.7948243992606285,F,971000,0.029,Maribyrnong Houses
583,Maroondah,2009,320.0,H,1.0,F,455250,0.037,Maroondah Houses
584,Maroondah,2010,340.0,H,1.1911037891268534,F,542250,0.033,Maroondah Houses
585,Maroondah,2011,355.0,H,1.14222954420648,F,520000,0.036,Maroondah Houses
586,Maroondah,2012,355.0,H,1.1367380560131797,F,517500,0.036,Maroondah Houses
587,Maroondah,2013,360.0,H,1.2328390993959364,F,561250,0.033,Maroondah Houses
588,Maroondah,2014,372.5,H,1.372872048325096,F,625000,0.031,Maroondah Houses
589,Maroondah,2015,382.5,H,1.6309719934102143,F,742500,0.027,Maroondah Houses
590,Maroondah,2016,392.5,H,1.7479406919275124,F,795750,0.026,Maroondah Houses
591,Maroondah,2017,400.0,H,1.9895661724327294,F,905750,0.023,Maroondah Houses
592,Maroondah,2018,417.5,H,1.9560680944535969,F,890500,0.024,Maroondah Houses
593,Maroondah,2019,420.0,H,1.8231740801757277,F,830000,0.026,Maroondah Houses
594,Melbourne,2009,512.5,H,1.0,F,731000,0.036,Melbourne Houses
595,Melbourne,2010,571.5,H,1.1162790697674418,F,816000,0.036,Melbourne Houses
596,Melbourne,2011,600.0,H,1.1080711354309165,F,810000,0.039,Melbourne Houses
597,Melbourne,2012,623.0,H,1.0964432284541723,F,801500,0.04,Melbourne Houses
598,Melbourne,2013,660.0,H,1.183310533515732,F,865000,0.04,Melbourne Houses
599,Melbourne,2014,670.0,H,1.2551299589603284,F,917500,0.038,Melbourne Houses
600,Melbourne,2015,690.0,H,1.3748290013679891,F,1005000,0.036,Melbourne Houses
601,Melbourne,2016,700.0,H,1.6621067031463748,F,1215000,0.03,Melbourne Houses
602,Melbourne,2017,720.0,H,1.9015047879616962,F,1390000,0.027,Melbourne Houses
603,Melbourne,2018,760.0,H,1.8741450068399452,F,1370000,0.029,Melbourne Houses
604,Melbourne,2019,770.0,H,1.7332421340629276,F,1267000,0.032,Melbourne Houses
605,Melton,2009,260.0,H,1.0,F,311750,0.043,Melton Houses
606,Melton,2010,280.0,H,1.1467522052927024,F,357500,0.041,Melton Houses
607,Melton,2011,290.0,H,1.169206094627105,F,364500,0.041,Melton Houses
608,Melton,2012,290.0,H,1.132317562149158,F,353000,0.043,Melton Houses
609,Melton,2013,295.0,H,1.1708099438652766,F,365000,0.042,Melton Houses
610,Melton,2014,300.0,H,1.2245388933440258,F,381750,0.041,Melton Houses
611,Melton,2015,310.0,H,1.2830793905372895,F,400000,0.04,Melton Houses
612,Melton,2016,320.0,H,1.4482758620689655,F,451500,0.037,Melton Houses
613,Melton,2017,330.0,H,1.7281475541299118,F,538750,0.032,Melton Houses
614,Melton,2018,350.0,H,1.8436246992782679,F,574750,0.032,Melton Houses
615,Melton,2019,360.0,H,1.7858861267040897,F,556750,0.034,Melton Houses
616,Monash,2009,350.0,H,1.0,F,570000,0.032,Monash Houses
617,Monash,2010,360.0,H,1.1842105263157894,F,675000,0.028,Monash Houses
618,Monash,2011,380.0,H,1.105263157894737,F,630000,0.031,Monash Houses
619,Monash,2012,390.0,H,1.0701754385964912,F,610000,0.033,Monash Houses
620,Monash,2013,390.0,H,1.2026315789473685,F,685500,0.03,Monash Houses
621,Monash,2014,400.0,H,1.406140350877193,F,801500,0.026,Monash Houses
622,Monash,2015,415.0,H,1.7236842105263157,F,982500,0.022,Monash Houses
623,Monash,2016,430.0,H,1.7850877192982457,F,1017500,0.022,Monash Houses
624,Monash,2017,440.0,H,2.0350877192982457,F,1160000,0.02,Monash Houses
625,Monash,2018,450.0,H,1.8421052631578947,F,1050000,0.022,Monash Houses
626,Monash,2019,460.0,H,1.7701754385964912,F,1009000,0.024,Monash Houses
627,Moonee Valley,2009,340.0,H,1.0,F,506500,0.035,Moonee Valley Houses
628,Moonee Valley,2010,355.0,H,1.2230997038499507,F,619500,0.03,Moonee Valley Houses
629,Moonee Valley,2011,365.0,H,1.1742349457058243,F,594750,0.032,Moonee Valley Houses
630,Moonee Valley,2012,375.0,H,1.1505429417571569,F,582750,0.033,Moonee Valley Houses
631,Moonee Valley,2013,380.0,H,1.221618953603159,F,618750,0.032,Moonee Valley Houses
632,Moonee Valley,2014,395.0,H,1.2833168805528135,F,650000,0.032,Moonee Valley Houses
633,Moonee Valley,2015,415.0,H,1.40177690029615,F,710000,0.03,Moonee Valley Houses
634,Moonee Valley,2016,440.0,H,1.6095755182625864,F,815250,0.028,Moonee Valley Houses
635,Moonee Valley,2017,455.0,H,1.837117472852912,F,930500,0.025,Moonee Valley Houses
636,Moonee Valley,2018,470.0,H,1.7769002961500493,F,900000,0.027,Moonee Valley Houses
637,Moonee Valley,2019,495.0,H,1.6767028627838105,F,849250,0.03,Moonee Valley Houses
638,Moreland,2009,350.0,H,1.0,F,551000,0.033,Moreland Houses
639,Moreland,2010,375.0,H,1.1887477313974593,F,655000,0.03,Moreland Houses
640,Moreland,2011,380.0,H,1.1705989110707804,F,645000,0.031,Moreland Houses
641,Moreland,2012,400.0,H,1.1415607985480944,F,629000,0.033,Moreland Houses
642,Moreland,2013,398.0,H,1.1715063520871143,F,645500,0.032,Moreland Houses
643,Moreland,2014,400.0,H,1.2885662431941924,F,710000,0.029,Moreland Houses
644,Moreland,2015,430.0,H,1.4355716878402904,F,791000,0.028,Moreland Houses
645,Moreland,2016,440.0,H,1.58983666061706,F,876000,0.026,Moreland Houses
646,Moreland,2017,460.0,H,1.8148820326678765,F,1000000,0.024,Moreland Houses
647,Moreland,2018,490.0,H,1.778584392014519,F,980000,0.026,Moreland Houses
648,Moreland,2019,495.0,H,1.7241379310344827,F,950000,0.027,Moreland Houses
649,Mornington Peninsula,2009,260.0,H,1.0,F,416500,0.032,Mornington Peninsula Houses
650,Mornington Peninsula,2010,280.0,H,1.1914765906362546,F,496250,0.029,Mornington Peninsula Houses
651,Mornington Peninsula,2011,310.0,H,1.203481392557023,F,501250,0.032,Mornington Peninsula Houses
652,Mornington Peninsula,2012,310.0,H,1.2142857142857142,F,505750,0.032,Mornington Peninsula Houses
653,Mornington Peninsula,2013,310.0,H,1.2484993997599039,F,520000,0.031,Mornington Peninsula Houses
654,Mornington Peninsula,2014,320.0,H,1.2623049219687874,F,525750,0.032,Mornington Peninsula Houses
655,Mornington Peninsula,2015,330.0,H,1.4285714285714286,F,595000,0.029,Mornington Peninsula Houses
656,Mornington Peninsula,2016,350.0,H,1.605642256902761,F,668750,0.027,Mornington Peninsula Houses
657,Mornington Peninsula,2017,360.0,H,1.8967587034813926,F,790000,0.024,Mornington Peninsula Houses
658,Mornington Peninsula,2018,380.0,H,2.031812725090036,F,846250,0.023,Mornington Peninsula Houses
659,Mornington Peninsula,2019,392.5,H,1.914765906362545,F,797500,0.026,Mornington Peninsula Houses
660,Nillumbik,2009,345.0,H,1.0,F,440000,0.041,Nillumbik Houses
661,Nillumbik,2010,351.5,H,1.1795454545454545,F,519000,0.035,Nillumbik Houses
662,Nillumbik,2011,365.0,H,1.1704545454545454,F,515000,0.037,Nillumbik Houses
663,Nillumbik,2012,367.5,H,1.1136363636363635,F,490000,0.039,Nillumbik Houses
664,Nillumbik,2013,375.0,H,1.165909090909091,F,513000,0.038,Nillumbik Houses
665,Nillumbik,2014,371.5,H,1.2613636363636365,F,555000,0.035,Nillumbik Houses
666,Nillumbik,2015,390.0,H,1.3806818181818181,F,607500,0.033,Nillumbik Houses
667,Nillumbik,2016,395.0,H,1.5863636363636364,F,698000,0.029,Nillumbik Houses
668,Nillumbik,2017,412.5,H,1.7954545454545454,F,790000,0.027,Nillumbik Houses
669,Nillumbik,2018,430.0,H,1.8068181818181819,F,795000,0.028,Nillumbik Houses
670,Nillumbik,2019,435.0,H,1.7079545454545455,F,751500,0.03,Nillumbik Houses
671,Port Phillip,2009,617.5,H,1.0,F,951750,0.034,Port Phillip Houses
672,Port Phillip,2010,650.0,H,1.2437614919884423,F,1183750,0.029,Port Phillip Houses
673,Port Phillip,2011,695.0,H,1.1862358812713423,F,1129000,0.032,Port Phillip Houses
674,Port Phillip,2012,700.0,H,1.128447596532703,F,1074000,0.034,Port Phillip Houses
675,Port Phillip,2013,744.0,H,1.2043603887575518,F,1146250,0.034,Port Phillip Houses
676,Port Phillip,2014,762.5,H,1.3343840294194904,F,1270000,0.031,Port Phillip Houses
677,Port Phillip,2015,795.0,H,1.5778828473863935,F,1501750,0.028,Port Phillip Houses
678,Port Phillip,2016,815.0,H,1.8379301287102705,F,1749250,0.024,Port Phillip Houses
679,Port Phillip,2017,800.0,H,1.9858156028368794,F,1890000,0.022,Port Phillip Houses
680,Port Phillip,2018,825.0,H,1.933806146572104,F,1840500,0.023,Port Phillip Houses
681,Port Phillip,2019,850.0,H,1.8334646703441029,F,1745000,0.025,Port Phillip Houses
682,Stonnington,2009,545.0,H,1.0,F,825000,0.034,Stonnington Houses
683,Stonnington,2010,575.0,H,1.113939393939394,F,919000,0.033,Stonnington Houses
684,Stonnington,2011,621.5,H,1.0424242424242425,F,860000,0.038,Stonnington Houses
685,Stonnington,2012,650.0,H,1.0242424242424242,F,845000,0.04,Stonnington Houses
686,Stonnington,2013,650.0,H,1.0909090909090908,F,900000,0.038,Stonnington Houses
687,Stonnington,2014,650.0,H,1.3757575757575757,F,1135000,0.03,Stonnington Houses
688,Stonnington,2015,687.5,H,1.5757575757575757,F,1300000,0.028,Stonnington Houses
689,Stonnington,2016,690.0,H,1.6345454545454545,F,1348500,0.027,Stonnington Houses
690,Stonnington,2017,710.0,H,1.8181818181818181,F,1500000,0.025,Stonnington Houses
691,Stonnington,2018,741.5,H,1.7515151515151515,F,1445000,0.027,Stonnington Houses
692,Stonnington,2019,737.5,H,1.6727272727272726,F,1380000,0.028,Stonnington Houses
693,Whitehorse,2009,350.0,H,1.0,F,610000,0.03,Whitehorse Houses
694,Whitehorse,2010,360.0,H,1.1975409836065574,F,730500,0.026,Whitehorse Houses
695,Whitehorse,2011,380.0,H,1.1725409836065575,F,715250,0.028,Whitehorse Houses
696,Whitehorse,2012,395.0,H,1.1172131147540985,F,681500,0.03,Whitehorse Houses
697,Whitehorse,2013,395.0,H,1.2508196721311475,F,763000,0.027,Whitehorse Houses
698,Whitehorse,2014,411.0,H,1.4352459016393442,F,875500,0.024,Whitehorse Houses
699,Whitehorse,2015,427.5,H,1.7815573770491804,F,1086750,0.02,Whitehorse Houses
700,Whitehorse,2016,440.0,H,1.9385245901639345,F,1182500,0.019,Whitehorse Houses
701,Whitehorse,2017,450.0,H,2.1811475409836065,F,1330500,0.018,Whitehorse Houses
702,Whitehorse,2018,455.0,H,1.975,F,1204750,0.02,Whitehorse Houses
703,Whitehorse,2019,460.0,H,1.9110655737704918,F,1165750,0.021,Whitehorse Houses
704,Whittlesea,2009,300.0,H,1.0,F,370500,0.042,Whittlesea Houses
705,Whittlesea,2010,320.0,H,1.1336032388663968,F,420000,0.04,Whittlesea Houses
706,Whittlesea,2011,330.0,H,1.106612685560054,F,410000,0.042,Whittlesea Houses
707,Whittlesea,2012,330.0,H,1.106612685560054,F,410000,0.042,Whittlesea Houses
708,Whittlesea,2013,330.0,H,1.1106612685560053,F,411500,0.042,Whittlesea Houses
709,Whittlesea,2014,340.0,H,1.147098515519568,F,425000,0.042,Whittlesea Houses
710,Whittlesea,2015,340.0,H,1.194331983805668,F,442500,0.04,Whittlesea Houses
711,Whittlesea,2016,350.0,H,1.3394062078272604,F,496250,0.037,Whittlesea Houses
712,Whittlesea,2017,360.0,H,1.6680161943319838,F,618000,0.03,Whittlesea Houses
713,Whittlesea,2018,370.0,H,1.7004048582995952,F,630000,0.031,Whittlesea Houses
714,Whittlesea,2019,380.0,H,1.605263157894737,F,594750,0.033,Whittlesea Houses
715,Wyndham,2009,276.5,H,1.0,F,355000,0.041,Wyndham Houses
716,Wyndham,2010,290.0,H,1.123943661971831,F,399000,0.038,Wyndham Houses
717,Wyndham,2011,300.0,H,1.1267605633802817,F,400000,0.039,Wyndham Houses
718,Wyndham,2012,300.0,H,1.1267605633802817,F,400000,0.039,Wyndham Houses
719,Wyndham,2013,305.0,H,1.1267605633802817,F,400000,0.04,Wyndham Houses
720,Wyndham,2014,315.0,H,1.1985915492957746,F,425500,0.038,Wyndham Houses
721,Wyndham,2015,325.0,H,1.3098591549295775,F,465000,0.036,Wyndham Houses
722,Wyndham,2016,340.0,H,1.4619718309859155,F,519000,0.034,Wyndham Houses
723,Wyndham,2017,350.0,H,1.7605633802816902,F,625000,0.029,Wyndham Houses
724,Wyndham,2018,365.0,H,1.7887323943661972,F,635000,0.03,Wyndham Houses
725,Wyndham,2019,372.5,H,1.7887323943661972,F,635000,0.031,Wyndham Houses
726,Yarra,2009,495.0,H,1.0,F,782500,0.033,Yarra Houses
727,Yarra,2010,568.0,H,1.1501597444089458,F,900000,0.033,Yarra Houses
728,Yarra,2011,597.5,H,1.1086261980830672,F,867500,0.036,Yarra Houses
729,Yarra,2012,623.0,H,1.1345047923322684,F,887750,0.036,Yarra Houses
730,Yarra,2013,655.0,H,1.227476038338658,F,960500,0.035,Yarra Houses
731,Yarra,2014,660.0,H,1.357188498402556,F,1062000,0.032,Yarra Houses
732,Yarra,2015,677.5,H,1.487220447284345,F,1163750,0.03,Yarra Houses
733,Yarra,2016,687.5,H,1.6498402555910543,F,1291000,0.028,Yarra Houses
734,Yarra,2017,702.5,H,1.923961661341853,F,1505500,0.024,Yarra Houses
735,Yarra,2018,750.0,H,1.8690095846645367,F,1462500,0.027,Yarra Houses
736,Yarra,2019,750.0,H,1.7699680511182108,F,1385000,0.028,Yarra Houses
737,Yarra Ranges,2009,300.0,H,1.0,F,371750,0.042,Yarra Ranges Houses
738,Yarra Ranges,2010,320.0,H,1.1815736381977135,F,439250,0.038,Yarra Ranges Houses
739,Yarra Ranges,2011,337.5,H,1.16408876933423,F,432750,0.041,Yarra Ranges Houses
740,Yarra Ranges,2012,340.0,H,1.1264290517821116,F,418750,0.042,Yarra Ranges Houses
741,Yarra Ranges,2013,345.0,H,1.1768661735036987,F,437500,0.041,Yarra Ranges Houses
742,Yarra Ranges,2014,355.0,H,1.281102891728312,F,476250,0.039,Yarra Ranges Houses
743,Yarra Ranges,2015,360.0,H,1.437794216543376,F,534500,0.035,Yarra Ranges Houses
744,Yarra Ranges,2016,372.5,H,1.5870880968392738,F,590000,0.033,Yarra Ranges Houses
745,Yarra Ranges,2017,385.0,H,1.83591123066577,F,682500,0.029,Yarra Ranges Houses
746,Yarra Ranges,2018,400.0,H,1.8850033624747815,F,700750,0.03,Yarra Ranges Houses
747,Yarra Ranges,2019,400.0,H,1.8069939475453933,F,671750,0.031,Yarra Ranges Houses
